,title,cast,director,keywords,genres
151,Beowulf,"['Ray Winstone', 'Angelina Jolie', 'Anthony Hopkins']",Robert Zemeckis,"['denmark', 'nordic mythology', 'lie']","['Adventure', 'Action', 'Animation']"
152,Kung Fu Panda 3,"['Jack Black', 'Bryan Cranston', 'Dustin Hoffman']",Jennifer Yuh Nelson,"['china', 'martial arts', 'kung fu']","['Action', 'Adventure', 'Animation']"
153,Mission: Impossible - Ghost Protocol,"['Tom Cruise', 'Jeremy Renner', 'Simon Pegg']",Brad Bird,"['fight', 'sequel', 'mission']","['Action', 'Thriller', 'Adventure']"
154,Rise of the Guardians,"['Chris Pine', 'Alec Baldwin', 'Jude Law']",Peter Ramsey,"['dream', 'santa claus', 'nightmare']","['Fantasy', 'Animation', 'Family']"
155,Fun with Dick and Jane,"['Jim Carrey', 'Téa Leoni', 'Alec Baldwin']",Dean Parisot,"['based on novel', 'desperation', 'robber']",['Comedy']
156,The Last Samurai,"['Tom Cruise', 'Ken Watanabe', 'William Atherton']",Edward Zwick,"['japan', 'war crimes', 'sense of guilt']","['Drama', 'Action', 'War']"
157,Exodus: Gods and Kings,"['Christian Bale', 'Joel Edgerton', 'John Turturro']",Ridley Scott,"['moses', 'bible', 'ancient egypt']","['Adventure', 'Drama', 'Action']"
158,Star Trek,"['Chris Pine', 'Zachary Quinto', 'Leonard Nimoy']",J.J. Abrams,"['spacecraft', 'teleportation', 'space mission']","['Science Fiction', 'Action', 'Adventure']"
159,Spider-Man,"['Tobey Maguire', 'Willem Dafoe', 'Kirsten Dunst']",Sam Raimi,"['loss of lover', 'spider', 'thanksgiving']","['Fantasy', 'Action']"
160,How to Train Your Dragon 2,"['Jay Baruchel', 'Gerard Butler', 'Kristen Wiig']",Dean DeBlois,"['father son relationship', 'wife husband relationship', 'sacrifice']","['Fantasy', 'Action', 'Adventure']"
161,Gods of Egypt,"['Brenton Thwaites', 'Nikolaj Coster-Waldau', 'Gerard Butler']",Alex Proyas,"['egypt', 'underworld', 'fight']",['Fantasy']
162,Stealth,"['Josh Lucas', 'Jessica Biel', 'Jamie Foxx']",Rob Cohen,"['artificial intelligence', 'u.s. navy', 'aftercreditsstinger']",['Action']
163,Watchmen,"['Malin Åkerman', 'Billy Crudup', 'Carla Gugino']",Zack Snyder,"['dc comics', 'secret identity', 'mass murder']","['Action', 'Mystery', 'Science Fiction']"
164,Lethal Weapon 4,"['Mel Gibson', 'Danny Glover', 'Joe Pesci']",Richard Donner,"['lapd', 'house on fire', 'revolver']","['Action', 'Adventure', 'Comedy']"
165,Hulk,"['Eric Bana', 'Jennifer Connelly', 'Sam Elliott']",Ang Lee,"['california', 'san francisco', 'monster']","['Drama', 'Action', 'Science Fiction']"
166,G.I. Joe: Retaliation,"['Dwayne Johnson', 'D.J. Cotrona', 'Adrianne Palicki']",Jon M. Chu,"['terror', 'assassin', 'secret']","['Adventure', 'Action', 'Science Fiction']"
167,Sahara,"['Matthew McConaughey', 'Penélope Cruz', 'Steve Zahn']",Breck Eisner,"['tyrant', 'ironclad ship']","['Action', 'Adventure', 'Comedy']"
168,Final Fantasy: The Spirits Within,"['Donald Sutherland', 'Ming-Na Wen', 'Alec Baldwin']",Hironobu Sakaguchi,"['battle assignment', 'dystopia', 'alien']","['Adventure', 'Action', 'Animation']"
169,Captain America: The First Avenger,"['Chris Evans', 'Hugo Weaving', 'Tommy Lee Jones']",Joe Johnston,"['new york', 'usa', 'world war ii']","['Action', 'Adventure', 'Science Fiction']"
170,The World Is Not Enough,"['Pierce Brosnan', 'Sophie Marceau', 'Robert Carlyle']",Michael Apted,"['british', 'mission', 'oil']","['Adventure', 'Action', 'Thriller']"
171,Master and Commander: The Far Side of the World,"['Russell Crowe', 'Paul Bettany', ""James D'Arcy""]",Peter Weir,"['naturalist', 'frigate', 'self surgery']",['Adventure']
172,The Twilight Saga: Breaking Dawn - Part 2,"['Kristen Stewart', 'Robert Pattinson', 'Taylor Lautner']",Bill Condon,"['vampire', 'romance', 'villainess']","['Adventure', 'Fantasy', 'Drama']"
173,Happy Feet Two,"['Elijah Wood', 'Robin Williams', 'Pink']",George Miller,"['penguin', 'musical', 'aftercreditsstinger']","['Animation', 'Comedy', 'Family']"
174,The Incredible Hulk,"['Edward Norton', 'Liv Tyler', 'Tim Roth']",Louis Leterrier,"['new york', 'rio de janeiro', 'marvel comic']","['Science Fiction', 'Action', 'Adventure']"
175,The BFG,"['Ruby Barnhill', 'Mark Rylance', 'Rebecca Hall']",Steven Spielberg,"['london england', 'england', 'based on novel']","['Adventure', 'Family', 'Fantasy']"
176,The Revenant,"['Leonardo DiCaprio', 'Tom Hardy', 'Will Poulter']",Alejandro González Iñárritu,"['father son relationship', 'rape', 'based on novel']","['Western', 'Drama', 'Adventure']"
177,Turbo,"['Ryan Reynolds', 'Paul Giamatti', 'Michael Peña']",David Soren,"['underdog', 'car race', 'dream']","['Animation', 'Family']"
178,Rango,"['Johnny Depp', 'Isla Fisher', 'Ned Beatty']",Gore Verbinski,"['sheriff', 'nevada', 'pet']","['Animation', 'Comedy', 'Family']"
179,Penguins of Madagascar,"['Tom McGrath', 'Chris Miller', 'Christopher Knights']",Eric Darnell,"['penguin', 'madagascar', '3d']","['Family', 'Animation', 'Adventure']"
180,The Bourne Ultimatum,"['Matt Damon', 'Julia Stiles', 'David Strathairn']",Paul Greengrass,"['paris', 'corruption', 'madrid']","['Action', 'Drama', 'Mystery']"
181,Kung Fu Panda,"['Jack Black', 'Dustin Hoffman', 'Angelina Jolie']",Mark Osborne,"['china', 'martial arts', 'kung fu']","['Adventure', 'Animation', 'Family']"
182,Ant-Man,"['Paul Rudd', 'Michael Douglas', 'Evangeline Lilly']",Peyton Reed,"['marvel comic', 'superhero', 'based on comic book']","['Science Fiction', 'Action', 'Adventure']"
183,The Hunger Games: Catching Fire,"['Jennifer Lawrence', 'Josh Hutcherson', 'Liam Hemsworth']",Francis Lawrence,"['competition', 'based on novel', 'mentor']","['Adventure', 'Action', 'Science Fiction']"
184,Home,"['Jim Parsons', 'Rihanna', 'Steve Martin']",Tim Johnson,"['friendship', 'spaceship', 'space']","['Fantasy', 'Comedy', 'Animation']"
185,War of the Worlds,"['Tom Cruise', 'Dakota Fanning', 'Miranda Otto']",Steven Spielberg,"['post traumatic stress  disorder', 'new jersey', 'airplane']","['Adventure', 'Thriller', 'Science Fiction']"
186,Bad Boys II,"['Martin Lawrence', 'Will Smith', 'Jordi Mollà']",Michael Bay,"['miami', 'ku klux klan', 'cuba']","['Adventure', 'Action', 'Comedy']"
187,Puss in Boots,"['Antonio Banderas', 'Salma Hayek', 'Zach Galifianakis']",Chris Miller,"['adventure', 'fairy-tale figure']","['Action', 'Adventure', 'Animation']"
188,Salt,"['Angelina Jolie', 'Liev Schreiber', 'Chiwetel Ejiofor']",Phillip Noyce,"['assassination', 'spy', 'cia']","['Action', 'Mystery', 'Thriller']"
189,Noah,"['Russell Crowe', 'Jennifer Connelly', 'Emma Watson']",Darren Aronofsky,"['bible', 'god', 'noah']","['Drama', 'Adventure']"
190,The Adventures of Tintin,"['Jamie Bell', 'Andy Serkis', 'Daniel Craig']",Steven Spielberg,"['riddle', 'captain', 'treasure']","['Adventure', 'Animation', 'Mystery']"
191,Harry Potter and the Prisoner of Azkaban,"['Daniel Radcliffe', 'Rupert Grint', 'Emma Watson']",Alfonso Cuarón,"['flying', 'traitor', 'magic']","['Adventure', 'Fantasy', 'Family']"
192,Australia,"['Nicole Kidman', 'Hugh Jackman', 'Essie Davis']",Baz Luhrmann,"['missionary', 'world war ii', 'ranch']",['Drama']
193,After Earth,"['Jaden Smith', 'Will Smith', 'Sophie Okonedo']",M. Night Shyamalan,['dystopia'],"['Science Fiction', 'Action', 'Adventure']"
194,Dinosaur,"['D. B. Sweeney', 'Alfre Woodard', 'Ossie Davis']",Ralph Zondag,"['cataclysm', 'asteroid', 'leader']","['Animation', 'Family']"
195,Night at the Museum: Secret of the Tomb,"['Ben Stiller', 'Rami Malek', 'Rebel Wilson']",Shawn Levy,"['night watchman', 'museum', 'natural history']","['Adventure', 'Comedy', 'Fantasy']"
196,Megamind,"['Will Ferrell', 'Brad Pitt', 'Tina Fey']",Tom McGrath,"['saving the world', 'date', 'prison']","['Animation', 'Action', 'Comedy']"
197,Harry Potter and the Philosopher's Stone,"['Daniel Radcliffe', 'Rupert Grint', 'Emma Watson']",Chris Columbus,"['witch', 'christmas party', 'magic']","['Adventure', 'Fantasy', 'Family']"
198,R.I.P.D.,"['Jeff Bridges', 'Ryan Reynolds', 'Kevin Bacon']",Robert Schwentke,"['gold', 'police operation', 'partner']","['Fantasy', 'Action', 'Comedy']"
199,Pirates of the Caribbean: The Curse of the Black Pearl,"['Johnny Depp', 'Geoffrey Rush', 'Orlando Bloom']",Gore Verbinski,"['exotic island', 'blacksmith', 'east india trading company']","['Adventure', 'Fantasy', 'Action']"
200,The Hunger Games: Mockingjay - Part 1,"['Jennifer Lawrence', 'Josh Hutcherson', 'Liam Hemsworth']",Francis Lawrence,"['resistance', 'post-apocalyptic', 'dystopia']","['Science Fiction', 'Adventure', 'Thriller']"
201,The Da Vinci Code,"['Tom Hanks', 'Audrey Tautou', 'Ian McKellen']",Ron Howard,"['paris', 'holy grail', 'christianity']","['Thriller', 'Mystery']"
202,Rio 2,"['Jesse Eisenberg', 'Anne Hathaway', 'Leslie Mann']",Carlos Saldanha,"['bird', 'sequel', 'jungle']","['Animation', 'Adventure', 'Comedy']"
203,X2,"['Patrick Stewart', 'Hugh Jackman', 'Ian McKellen']",Bryan Singer,"['mutant', 'marvel comic', 'superhero']","['Adventure', 'Action', 'Science Fiction']"
204,Fast Five,"['Vin Diesel', 'Paul Walker', 'Jordana Brewster']",Justin Lin,"['brazil', 'fbi', 'freedom']","['Action', 'Thriller', 'Crime']"
205,Sherlock Holmes: A Game of Shadows,"['Robert Downey Jr.', 'Jude Law', 'Jared Harris']",Guy Ritchie,"['detective inspector', 'steampunk', 'criminal mastermind']","['Adventure', 'Action', 'Crime']"
206,Clash of the Titans,"['Sam Worthington', 'Liam Neeson', 'Ralph Fiennes']",Louis Leterrier,"['hades', 'mythology', 'greek mythology']","['Adventure', 'Fantasy', 'Action']"
207,Total Recall,"['Arnold Schwarzenegger', 'Sharon Stone', 'Rachel Ticotin']",Paul Verhoeven,"['oxygen', 'falsely accused', 'resistance']","['Action', 'Adventure', 'Science Fiction']"
208,The 13th Warrior,"['Antonio Banderas', 'Vladimir Kulich', 'Dennis Storhøi']",John McTiernan,"['witch', 'cave', 'arabian']","['Adventure', 'Fantasy', 'Action']"
209,The Bourne Legacy,"['Jeremy Renner', 'Rachel Weisz', 'Edward Norton']",Tony Gilroy,"['assassin', 'wolf', 'maryland']","['Action', 'Thriller']"
210,Batman & Robin,"['George Clooney', ""Chris O'Donnell"", 'Arnold Schwarzenegger']",Joel Schumacher,"['double life', 'dc comics', 'dual identity']","['Action', 'Crime', 'Fantasy']"
211,How the Grinch Stole Christmas,"['Jim Carrey', 'Taylor Momsen', 'Jeffrey Tambor']",Ron Howard,"['holiday', 'christmas party', 'new love']","['Family', 'Comedy', 'Fantasy']"
212,The Day After Tomorrow,"['Dennis Quaid', 'Jake Gyllenhaal', 'Emmy Rossum']",Roland Emmerich,"['saving the world', 'library', 'cataclysm']","['Action', 'Adventure', 'Science Fiction']"
213,Mission: Impossible II,"['Tom Cruise', 'Dougray Scott', 'Thandie Newton']",John Woo,"['terror', 'spain', 'cia']","['Adventure', 'Action', 'Thriller']"
214,The Perfect Storm,"['George Clooney', 'Mark Wahlberg', 'Diane Lane']",Wolfgang Petersen,"['u.s. air force', 'grocery', 'jamaican']",['Drama']
215,Fantastic 4: Rise of the Silver Surfer,"['Ioan Gruffudd', 'Jessica Alba', 'Chris Evans']",Tim Story,"['fire', 'helicopter', 'surfboard']","['Adventure', 'Fantasy', 'Action']"
216,Life of Pi,"['Suraj Sharma', 'Irrfan Khan', 'Ayush Tandon']",Ang Lee,"['ocean', 'shipwreck', 'hindu']","['Adventure', 'Drama', 'Action']"
217,Ghost Rider,"['Nicolas Cage', 'Eva Mendes', 'Wes Bentley']",Mark Steven Johnson,"['mephisto', 'religion and supernatural', 'dying and death']","['Thriller', 'Action', 'Fantasy']"
218,Jason Bourne,"['Matt Damon', 'Alicia Vikander', 'Tommy Lee Jones']",Paul Greengrass,"['assassin', 'amnesia', 'flashback']","['Action', 'Thriller']"
219,Charlie's Angels: Full Throttle,"['Cameron Diaz', 'Drew Barrymore', 'Lucy Liu']",McG,"['robbery', 'secret identity', 'secret agent']","['Action', 'Adventure', 'Comedy']"
220,Prometheus,"['Noomi Rapace', 'Michael Fassbender', 'Guy Pearce']",Ridley Scott,"['android', 'dystopia', 'alien']","['Science Fiction', 'Adventure', 'Mystery']"
221,Stuart Little 2,"['Michael J. Fox', 'Geena Davis', 'Hugh Laurie']",Rob Minkoff,"['mouse', 'falcon', 'bird']","['Family', 'Adventure', 'Animation']"
222,Elysium,"['Matt Damon', 'Jodie Foster', 'Sharlto Copley']",Neill Blomkamp,"['dystopia', 'space station', 'class conflict']","['Science Fiction', 'Action', 'Drama']"
223,The Chronicles of Riddick,"['Vin Diesel', 'Thandie Newton', 'Karl Urban']",David Twohy,"['prison', 'dystopia', 'matter of life and death']","['Action', 'Science Fiction']"
224,RoboCop,"['Joel Kinnaman', 'Gary Oldman', 'Michael Keaton']",José Padilha,"['cyborg', 'future', 'dystopia']","['Action', 'Science Fiction']"
225,Speed Racer,"['Emile Hirsch', 'Christina Ricci', 'Matthew Fox']",Lilly Wachowski,"['car race', 'loss of brother', 'chimp']","['Action', 'Family', 'Science Fiction']"
226,How Do You Know,"['Reese Witherspoon', 'Paul Rudd', 'Owen Wilson']",James L. Brooks,"['love triangle', 'baseball', 'athlete']","['Comedy', 'Drama', 'Romance']"
227,Knight and Day,"['Tom Cruise', 'Cameron Diaz', 'Peter Sarsgaard']",James Mangold,"['spy', 'airport', 'gas station']","['Action', 'Comedy']"
228,Oblivion,"['Tom Cruise', 'Morgan Freeman', 'Olga Kurylenko']",Joseph Kosinski,"['spacecraft', 'dystopia', 'space']","['Action', 'Science Fiction', 'Adventure']"
229,Star Wars: Episode III - Revenge of the Sith,"['Ewan McGregor', 'Natalie Portman', 'Hayden Christensen']",George Lucas,"['showdown', 'death star', 'vision']","['Science Fiction', 'Adventure', 'Action']"
230,Star Wars: Episode II - Attack of the Clones,"['Ewan McGregor', 'Natalie Portman', 'Hayden Christensen']",George Lucas,"['senate', 'investigation', 'army']","['Adventure', 'Action', 'Science Fiction']"
231,"Monsters, Inc.","['John Goodman', 'Billy Crystal', 'Mary Gibbs']",Pete Docter,"['monster', 'infant', 'energy supply']","['Animation', 'Comedy', 'Family']"
232,The Wolverine,"['Hugh Jackman', 'Hiroyuki Sanada', 'Famke Janssen']",James Mangold,"['japan', 'samurai', 'mutant']","['Action', 'Science Fiction', 'Adventure']"
233,Star Wars: Episode I - The Phantom Menace,"['Liam Neeson', 'Ewan McGregor', 'Natalie Portman']",George Lucas,"['prophecy', 'senate', 'queen']","['Adventure', 'Action', 'Science Fiction']"
234,The Croods,"['Nicolas Cage', 'Emma Stone', 'Ryan Reynolds']",Chris Sanders,"['stone age', 'daughter', 'father']","['Adventure', 'Animation', 'Comedy']"
235,Asterix at the Olympic Games,"['Clovis Cornillac', 'Gérard Depardieu', 'Franck Dubosc']",Thomas Langmann,"['competition', 'greece', 'colosseum']","['Fantasy', 'Adventure', 'Comedy']"
236,Windtalkers,"['Nicolas Cage', 'Adam Beach', 'Peter Stormare']",John Woo,"['japan', 'world war ii', 'radio transmission']","['Drama', 'Action', 'History']"
237,The Huntsman: Winter's War,"['Chris Hemsworth', 'Charlize Theron', 'Emily Blunt']",Cedric Nicolas-Troyan,"['witch', 'magic', 'fairy tale']","['Action', 'Adventure', 'Drama']"
238,Teenage Mutant Ninja Turtles,"['Megan Fox', 'Will Arnett', 'William Fichtner']",Jonathan Liebesman,"['martial arts', 'terrorist', 'hero']","['Science Fiction', 'Action', 'Adventure']"
239,Gravity,"['Sandra Bullock', 'George Clooney', 'Ed Harris']",Alfonso Cuarón,"['space mission', 'loss', 'space']","['Science Fiction', 'Thriller', 'Drama']"
240,Dante's Peak,"['Pierce Brosnan', 'Linda Hamilton', 'Jamie Renée Smith']",Roger Donaldson,"['helicopter', 'small town', 'mayor']","['Action', 'Adventure', 'Thriller']"
241,Teenage Mutant Ninja Turtles: Out of the Shadows,"['Megan Fox', 'Stephen Amell', 'Will Arnett']",Dave Green,"['brother brother relationship', 'turtle', 'sequel']","['Fantasy', 'Action', 'Adventure']"
242,Fantastic Four,"['Miles Teller', 'Kate Mara', 'Michael B. Jordan']",Josh Trank,"['teleportation', 'transformation', 'telekinesis']","['Action', 'Adventure', 'Science Fiction']"
243,Night at the Museum,"['Ben Stiller', 'Jake Cherry', 'Carla Gugino']",Shawn Levy,"['museum', 'skeleton', 'night shift']","['Action', 'Adventure', 'Comedy']"
244,San Andreas,"['Dwayne Johnson', 'Alexandra Daddario', 'Carla Gugino']",Brad Peyton,"['california', 'earthquake', 'catastrophe']","['Action', 'Drama', 'Thriller']"
245,Tomorrow Never Dies,"['Pierce Brosnan', 'Jonathan Pryce', 'Michelle Yeoh']",Roger Spottiswoode,"['london england', 'england', 'spy']","['Adventure', 'Action', 'Thriller']"
246,The Patriot,"['Mel Gibson', 'Heath Ledger', 'Joely Richardson']",Roland Emmerich,"['rebel', 'southern usa', 'loss of son']","['Drama', 'History', 'War']"
247,Ocean's Twelve,"['George Clooney', 'Brad Pitt', 'Catherine Zeta-Jones']",Steven Soderbergh,"['sequel', 'fabergé egg', 'dutch eastindian company']","['Thriller', 'Crime']"
248,Mr. & Mrs. Smith,"['Angelina Jolie', 'Brad Pitt', 'Vince Vaughn']",Doug Liman,"['bomb', 'assassin', 'secret identity']","['Action', 'Comedy', 'Drama']"
249,Insurgent,"['Shailene Woodley', 'Theo James', 'Kate Winslet']",Robert Schwentke,"['based on novel', 'revolution', 'dystopia']","['Adventure', 'Science Fiction', 'Thriller']"
250,The Aviator,"['Leonardo DiCaprio', 'Cate Blanchett', 'Kate Beckinsale']",Martin Scorsese,"['ladykiller', 'pilot', 'biography']",['Drama']
251,Gulliver's Travels,"['Jack Black', 'Amanda Peet', 'Emily Blunt']",Rob Letterman,"['journalist', 'forbidden love', 'princess']",['Comedy']
252,The Green Hornet,"['Seth Rogen', 'Jay Chou', 'Christoph Waltz']",Michel Gondry,"['bomb', 'martial arts', 'assassin']","['Action', 'Crime', 'Comedy']"
253,300: Rise of an Empire,"['Sullivan Stapleton', 'Eva Green', 'Lena Headey']",Noam Murro,"['based on graphic novel', 'ancient greece', 'duringcreditsstinger']","['Action', 'War']"
254,The Smurfs,"['Hank Azaria', 'Neil Patrick Harris', 'Jayma Mays']",Raja Gosnell,"['moon', 'magic', 'based on comic book']","['Animation', 'Family', 'Adventure']"
255,Home on the Range,"['Roseanne Barr', 'Judi Dench', 'Jennifer Tilly']",Will Finn,"['farm', 'cow', 'animal']","['Animation', 'Family']"
256,Allegiant,"['Shailene Woodley', 'Theo James', 'Zoë Kravitz']",Robert Schwentke,"['based on novel', 'revolution', 'dystopia']","['Adventure', 'Science Fiction']"
257,Real Steel,"['Hugh Jackman', 'Dakota Goyo', 'Evangeline Lilly']",Shawn Levy,"['father son relationship', 'fight', 'sport']","['Action', 'Science Fiction', 'Drama']"
258,The Smurfs 2,"['Hank Azaria', 'Neil Patrick Harris', 'Brendan Gleeson']",Raja Gosnell,"['based on cartoon', 'animation', 'smurf']","['Fantasy', 'Family', 'Comedy']"
259,Speed 2: Cruise Control,"['Sandra Bullock', 'Jason Patric', 'Willem Dafoe']",Jan de Bont,"['boat', 'cruise', 'computer']","['Action', 'Adventure', 'Thriller']"
260,Ender's Game,"['Asa Butterfield', 'Harrison Ford', 'Hailee Steinfeld']",Gavin Hood,"['based on novel', 'intolerance', 'chosen one']","['Science Fiction', 'Action', 'Adventure']"
261,Live Free or Die Hard,"['Bruce Willis', 'Justin Long', 'Timothy Olyphant']",Len Wiseman,"['usa', 'washington d.c.', 'helicopter']","['Action', 'Thriller']"
262,The Lord of the Rings: The Fellowship of the Ring,"['Elijah Wood', 'Ian McKellen', 'Cate Blanchett']",Peter Jackson,"['elves', 'dwarves', 'orcs']","['Adventure', 'Fantasy', 'Action']"
263,Around the World in 80 Days,"['Jackie Chan', 'Steve Coogan', 'Cécile de France']",Frank Coraci,"['paris', 'london england', 'new york']","['Action', 'Adventure', 'Comedy']"
264,Ali,"['Will Smith', 'Jamie Foxx', 'Jon Voight']",Michael Mann,"['usa', 'transporter', 'boxer']",['Drama']
265,The Cat in the Hat,"['Mike Myers', 'Dakota Fanning', 'Spencer Breslin']",Bo Welch,"['cat', 'brother sister relationship', 'boredom']","['Comedy', 'Fantasy', 'Family']"
266,"I, Robot","['Will Smith', 'Bridget Moynahan', 'Alan Tudyk']",Alex Proyas,"['suicide', 'artificial intelligence', 'man vs machine']","['Action', 'Science Fiction']"
